Metacritic score,Positive,Negative,Recommendations,Price,Average playtime forever
59,442,69,367,29.99,17
65,80,58,114,14.99,0
73,1785,836,1771,34.99,1961
70,551,228,662,19.99,0
70,773,224,635,19.99,5339
48,41,19,0,9.99,0
84,64585,2620,60052,14.99,1815
54,2916,245,2611,8.99,236
77,34,24,0,9.99,208
86,7138,829,6134,1.99,196
51,88,250,0,9.99,30
61,260,106,183,0.0,0
74,216,95,153,3.99,41
80,561,122,429,14.99,27
80,1871,107,1717,29.99,6630
65,236,66,204,19.99,454
74,292,37,289,15.99,483
69,4874,5694,8620,19.99,407
77,24344,13661,29071,59.99,1715
79,7327,1400,6072,5.99,435
67,44,3,0,11.99,0
90,22620,2332,27080,29.99,2618
63,157,64,182,9.99,179
39,3768,2215,0,0.0,22
82,2606,119,1455,19.99,201
61,1318,472,980,39.99,154
70,327,93,387,14.99,72
75,869,264,380,9.99,102
64,7645,960,6411,9.99,213
61,774,278,826,4.99,678
73,665,203,527,24.99,1022
63,611,286,299,4.59,77
57,393,169,366,7.99,20
59,156,53,156,4.99,8
86,38579,11004,30157,59.99,3043
71,9026,1682,9164,49.99,895
72,60436,3201,35858,19.99,2087
86,23547,3756,24611,19.99,2683
74,3456,460,3492,19.99,256
88,1097,239,1254,29.99,207
73,268,231,433,4.99,29
90,47619,4237,27080,29.99,0
54,174,130,181,9.99,33
84,129,13,137,9.99,0
79,1313,344,1145,19.99,119
83,51918,6493,53578,19.99,27478
87,12092,2073,11203,39.99,494
97,55250,3244,54491,39.99,979
77,468,173,430,2.99,185
67,207,38,147,8.99,257
67,92,38,0,9.99,0
73,83,17,0,14.99,58
80,14931,2000,15598,29.99,2743
74,616,90,510,2.99,128
78,1219,94,1079,24.99,285
69,58,32,0,19.99,0
70,322,89,363,9.99,414
74,84686,18296,82827,19.99,1104
74,201,22,206,9.99,0
59,109,96,178,19.99,0
70,27,4,0,6.99,0
70,251,158,322,9.99,155
72,5805,572,4352,19.99,945
68,269,53,224,14.99,821
73,334,65,298,19.99,103
70,1670,545,1505,2.99,326
81,7812,1429,6576,11.99,1596
77,54,19,0,4.99,0
75,1705,223,1206,3.99,169
83,5764420,766677,3441592,0.0,30484
58,753,238,680,9.99,554
84,0,0,0,19.99,0
65,12889,3726,12958,14.99,2349
57,1356,203,1192,9.99,118
55,116,47,0,4.99,17
54,124,98,172,9.99,88
66,42,27,0,2.99,2
70,474,144,287,19.99,148
89,40244,1610,34087,9.99,1098
71,80,29,105,11.99,339
57,34,4,0,1.99,0
83,964983,21044,783469,9.99,6729
69,303,115,352,19.99,0
91,42043,1580,29378,19.99,753
49,11,17,0,14.99,0
76,92,46,115,19.99,22
78,35174,6275,35243,39.99,1735
55,56,44,0,14.99,0
82,2803,321,2598,24.99,282
66,6642,2225,6933,14.99,384
68,34126,1657,34495,9.99,837
69,85,37,103,9.99,11
62,1744,496,2097,4.93,116
89,899,120,988,4.99,69
74,4689,854,2947,9.99,274
84,822,20,717,12.99,0
79,842,61,392,14.99,179
86,10690,1665,7310,0.0,25933
78,523,106,122,14.99,150
74,1315,799,1666,14.99,210
83,274,17,245,14.99,8
72,547,199,496,29.99,144
73,13188,1211,12837,9.99,265
60,120,4,106,9.99,1
75,3229,224,2556,19.99,400
81,5649,1097,1219,19.99,483
88,54974,1253,51338,19.99,1105
73,1381,345,1204,29.99,366
84,21929,2286,17924,59.99,2598
66,127,58,0,9.99,0
72,5439,2024,3902,19.99,161
80,1927,123,1721,19.99,70
72,168,28,175,19.99,0
79,159,13,158,19.99,17
85,2094,447,1050,24.99,188
67,197,133,220,24.99,61
73,1583,233,1684,0.0,753
84,2546,244,1478,19.99,722
63,250,29,238,4.99,0
86,27137,1935,27149,59.99,3373
65,406,317,0,9.99,147
89,14834,992,14198,19.99,1151
76,4207,1548,5401,24.99,238
71,734,132,551,14.99,32
77,10702,4361,48689,0.0,0
75,5244,786,5012,59.99,408
72,111,38,140,29.99,0
70,71,22,0,14.99,0
59,3535,2249,4371,19.99,277
70,11175,334,10091,14.99,710
69,609,161,442,19.99,114
75,511,24,507,9.99,142
71,112,63,134,39.99,0
76,33135,2724,22847,19.99,1577
76,909,61,747,18.99,15
55,235,128,316,6.99,733
83,71838,4995,63676,24.99,4066
91,45032,1925,32474,19.99,822
84,726,198,630,9.99,65
71,285,164,305,6.99,6
80,1046,782,1596,6.99,220
79,242,29,131,14.99,93
80,7524,816,7394,14.99,622
77,2727,347,2543,4.99,107
70,598,49,552,9.99,701
66,743,121,669,9.99,265
70,1786,253,1559,19.99,349
80,2555,309,2449,4.99,1036
72,139,162,275,9.99,860
41,73,34,0,3.99,42773
78,193,20,171,14.99,0
61,182,51,158,1.39,0
68,225,49,216,9.99,621
81,41552,2758,39214,7.99,573
81,1441,45,1265,11.99,336
69,4278,1097,2525,9.99,951
80,609,74,592,19.99,1
83,127,16,123,15.99,0
48,32,16,0,12.99,0
74,3463,486,3073,0.99,148
63,593,268,0,0.0,244
72,118,27,125,0.0,43
85,3143,171,2972,19.99,993
64,1076,1143,1793,14.99,154
67,54,29,0,1.39,21
54,456,31,396,9.99,44
62,50,18,0,7.99,0
85,9320,436,7714,19.99,461
89,310407,21119,214707,59.99,5041
66,134,48,119,11.99,12
73,958,123,673,9.99,85
67,75,24,0,19.99,509
74,8343,2278,6013,14.99,105
66,141,43,124,1.99,136
44,4162,1641,1838,19.99,168
56,9,4,0,29.99,0
87,36171,1351,32802,19.99,298
52,830,176,842,2.99,166
83,308,61,322,0.0,4023
70,1140,869,1851,29.99,422
76,18918,3468,13432,29.99,713
71,498,196,388,14.99,284
74,198312,19722,106434,39.99,3864
71,2099,546,863,19.99,178
66,34,22,0,24.99,79
62,2358,285,1868,12.99,301
78,45065,2771,41051,9.99,497
73,35027,2751,29340,7.49,3908
72,630,106,344,1.99,73
62,26,2,0,10.99,0
73,21824,6001,22010,8.99,4221
43,88,215,197,14.99,131
80,29225,535,27182,9.99,334
87,553,174,611,19.99,914
73,1773,602,1335,9.99,209
74,1084,312,1105,9.99,308
61,480,40,350,4.99,250
68,310,131,136,1.99,195
83,3166,354,2283,19.99,308
76,563,324,774,14.99,359
83,716,37,426,7.99,133
74,204,10,156,29.99,0
68,3851,2849,4669,9.99,1715
67,2232,598,2566,9.99,120
83,1484,28,1391,7.99,316
70,357,210,454,14.99,17
69,315,224,380,4.99,100
62,258,56,234,17.99,84
84,598,76,569,29.99,1024
76,80381,17141,71269,29.99,2822
68,260,217,316,29.99,153
71,328,140,408,9.99,0
71,8187,445,6385,9.99,2914
81,4545,1284,4697,40.49,1353
72,1095,305,951,24.99,430
71,10423,4705,13531,29.99,2627
68,3,4,0,1.99,0
68,93,84,0,0.0,11
73,128,78,143,9.99,8
58,249,101,314,59.99,1338
86,15457,570,14520,24.99,2729
65,177,48,184,9.99,379
79,228,44,192,4.99,255
57,1276,302,741,6.99,69
77,9385,1282,6721,12.99,1737
81,30472,4748,27091,59.99,1719
73,530,140,439,9.99,201
79,5692,885,4716,19.99,515
71,726,116,769,19.99,0
75,779,70,772,19.99,146
82,3662,340,2932,9.99,217
74,1974,1056,2419,9.99,154
91,29320,7771,28764,19.99,1031
70,6735,369,4849,9.99,456
83,335,78,378,9.99,64
76,1407,223,1329,39.99,1456
61,23,6,0,7.49,0
56,42,25,0,9.99,18
88,186295,36439,158652,59.99,4911
81,593,115,611,4.99,105
74,78,70,121,19.99,617
68,54,50,0,4.99,75
67,778,103,745,4.99,188
71,1508,127,652,14.99,144
79,3710,582,2856,19.99,734
73,38969,23378,76659,59.99,0
71,621,50,567,2.99,138
65,101,24,114,19.99,22
78,2199,89,2095,4.99,83
84,504,31,475,19.99,0
70,4483,2752,1862,0.0,276
77,33548,5903,35168,29.99,2694
85,117,6,112,9.99,0
65,664,226,671,4.99,161
64,695,410,966,14.99,165
71,1504,268,1415,19.99,468
79,431,45,428,2.99,62
75,1203,150,1041,19.99,237
88,76742,8429,76837,19.99,1479
96,73346,2619,60686,9.99,459
70,1735,678,2224,19.99,285
78,32094,4188,21885,29.99,597
53,389,205,282,9.99,192
73,338,47,378,5.99,208
80,1681,581,1453,24.99,372
68,1273,288,620,4.99,244
81,468,78,259,11.99,277
86,25603,3771,21219,19.99,942
70,1878,143,1340,19.99,1566
89,15271,583,11797,11.99,2006
71,3045,1478,3885,19.99,329
62,8389,810,8295,7.99,181
77,1919,143,326,0.0,125
78,10755,1035,10469,19.99,1477
78,4440,247,3794,14.99,241
75,7484,1484,7532,29.99,498
83,16783,1117,11746,14.99,755
71,167,139,248,7.99,17
77,2937,159,2227,12.99,168
78,4556,1297,4047,19.99,411
69,108,37,134,19.99,0
83,46628,2181,38073,29.99,584
71,495,66,435,19.99,0
57,45,122,0,0.0,2
72,14779,3651,205,0.0,3255
72,165,37,0,0.0,1
75,12450,4012,160,0.0,367
70,586,135,146,6.99,119
78,221,15,142,14.99,0
78,12401,569,11177,9.99,272
86,31945,2927,24353,19.99,5848
70,1706,612,1881,19.99,276
86,11740,708,10747,19.99,1754
79,1407,242,0,0.0,1415
63,278,87,250,19.99,929
72,14,1,0,12.99,1
68,8353,727,7100,6.99,84
46,43,20,0,2.99,32
80,2035,210,1931,12.49,751
77,10636,4336,48689,0.0,0
54,17,5,0,9.99,0
82,1852,246,1985,9.99,179
82,184,74,121,12.99,53
68,0,0,130,4.99,0
74,2419,634,1841,4.99,119
83,293,198,160,5.99,18
34,37,87,0,9.99,0
81,98,23,114,6.99,326
61,318,146,409,4.99,0
76,268,71,310,19.99,400
47,3247,1054,3817,19.99,145
76,44945,3371,24174,5.99,283
65,1,0,0,4.99,0
71,1561,695,1212,9.99,46
74,600,153,671,17.99,148
86,33460,1538,25609,14.99,333
71,225,106,224,19.99,113
87,232778,6892,212301,14.99,1795
69,1321,160,1346,14.99,1611
72,1573,377,1810,19.99,600
72,36503,5570,30836,15.99,2345
71,10256,965,9278,4.99,175
86,1397,231,1065,24.99,121
46,325,374,581,19.99,220
66,151,56,0,13.99,6
86,44225,3285,24353,19.99,776
81,11119,454,9525,9.99,542
74,5168,1670,6082,24.99,994
69,42,29,0,2.99,29
75,14189,1178,12641,19.99,2249
64,222,86,186,6.99,0
82,4447,547,4469,29.99,664
70,700,393,961,29.99,1348
77,648,241,767,29.99,746
75,502,63,456,9.99,492
86,115504,6465,101602,29.99,1153
74,28,2,0,14.99,0
77,12888,4776,48690,0.0,0
65,230,92,258,12.99,203
86,3245,124,2535,9.99,4926
54,14,12,0,3.99,0
51,135,60,0,9.99,0
85,9013,1090,5396,19.99,1483
69,32,14,0,7.99,0
68,207,28,187,7.99,543
75,19,3,0,19.99,0
68,2353,202,1679,13.99,599
73,177,32,129,19.99,429
80,1349,415,1602,12.49,881
71,504,164,183,9.99,111
71,482,114,439,9.99,407
72,716,33,689,19.99,412
74,4427,543,4081,14.99,280
59,117,55,130,14.99,0
55,94,149,158,9.99,236
73,1843,291,1839,19.99,0
57,2907,338,2321,11.99,33
78,1001,96,912,3.74,704
92,1138,357,845,19.99,114
81,3672,280,3011,29.99,180
60,849,177,809,9.99,1048
77,691,175,319,2.24,215
74,1485,374,1083,14.99,176
80,1145,136,1051,4.99,231
82,4879,225,3499,9.99,95
72,3056,608,3005,19.99,180
39,60,156,188,29.99,0
66,187,63,187,7.99,302
76,1187,61,1029,4.99,242
73,170,8,157,19.99,356
91,3842,216,3709,19.99,214
87,3134,1362,4162,59.99,1579
70,545,47,511,13.39,1
68,56,3,0,3.99,0
61,213,302,383,19.99,343
80,3331,581,2755,29.99,165
70,2774,1208,2930,5.24,365
75,135,85,180,12.99,293
77,12612,4661,48690,0.0,0
75,112,34,125,9.99,0
75,15764,904,11323,29.99,569
84,560,104,555,29.99,149
77,12741,4710,48690,0.0,0
66,2237,441,844,0.0,70
70,242,98,262,19.99,0
56,33,51,0,9.99,181
84,593,85,643,9.99,306
76,315,87,342,9.99,348
67,58,19,0,9.99,0
71,546,102,442,19.99,0
82,189,10,154,14.99,0
84,30933,1310,27898,29.99,316
72,1183,334,583,14.99,146
69,85,34,0,9.99,0
82,4252,549,2821,1.94,2420
42,184,207,340,9.99,0
86,215,4,202,4.94,0
54,16,11,0,3.99,252
70,4757,545,4700,19.99,420
81,2626,234,2005,19.99,624
79,470,101,130,7.99,215
76,100,21,0,9.99,0
84,19528,894,13978,19.99,347
54,299,327,142,19.99,18
59,294,166,210,14.99,313
70,2291,129,2122,24.99,507
80,2334,363,2583,10.99,3022
45,86,74,111,2.24,52
78,7812,1342,6612,24.99,424
74,651,167,602,19.99,347
70,2348,502,2624,24.99,801
81,42568,4282,33687,19.99,917
67,539,103,472,19.99,187
81,2415,318,2383,5.99,278
73,204,72,178,9.99,183
85,1430,159,1226,9.99,159
56,3761,2306,4701,39.99,520
80,2531,144,2408,7.99,327
75,61,8,0,7.99,0
62,163,35,166,5.99,0
65,166,48,184,9.99,151
82,313,113,392,9.99,35
70,402,309,423,19.99,497
77,712,126,766,9.99,246
86,6398,375,5287,4.49,334
58,802,257,182,9.99,389
80,4298,1321,5323,39.99,769
60,4359,1247,4525,12.99,125
84,814,66,835,19.99,127
73,376,65,311,9.99,997
80,508,158,346,19.99,405
82,61972,5945,29095,0.0,954
75,908,320,1146,14.99,149
83,8635,490,7304,19.99,378
66,1571,546,1218,3.99,263
61,13764,3508,13738,39.99,3791
61,53814,14370,57363,14.99,1646
82,468,51,431,16.99,89
70,1358,436,1412,24.99,191
72,962,157,712,7.99,202
64,510,452,773,9.99,70
65,65,5,0,9.99,0
80,4221,212,3980,39.99,3448
83,56684,5947,50820,29.99,1481
74,11586,1112,10613,14.99,654
76,2697,671,2565,29.99,405
63,83,167,164,9.99,173
60,88,20,0,19.99,0
80,3590,196,2829,19.99,171
65,60,15,0,6.99,0
54,70,7,0,3.14,0
79,7818,2058,8433,29.99,820
86,2931,187,2861,19.99,361
74,215,349,469,9.99,31
70,52,4,0,0.0,0
71,4513,243,4299,29.99,856
72,48,3,0,19.99,0
77,735,45,512,14.99,187
81,1596,185,1473,9.99,1942
70,1538,569,1493,19.99,343
80,49,14,0,9.99,0
73,4721,899,4802,29.99,3663
53,160,127,243,14.99,4
84,3032,461,2721,9.99,343
80,9041,2221,6249,7.49,588
88,39132,3223,37201,14.99,241
82,578,62,604,8.88,1367
64,415,197,382,9.99,192
72,3438,715,2835,19.99,434
76,4667,1018,5024,14.99,535
46,7517,658,133,0.0,6013
55,442,471,512,1.99,381
59,88,74,112,9.99,0
79,375,50,357,4.99,40
90,145186,5216,121577,30.0,5383
56,321,1065,393,0.0,156
82,1234,66,854,14.99,716
75,733,128,769,14.99,193
68,750,263,722,9.99,129
76,5511,727,5028,39.99,244
58,72,41,111,29.99,0
78,561,72,523,9.99,0
80,381,49,301,15.99,306
59,2013,1524,3112,24.99,403
68,1992,499,2347,19.99,129
77,538,257,681,6.99,93
78,2737,541,2725,14.99,202
86,2038,257,1623,12.99,680
64,3013,506,518,14.99,97
80,4157,680,0,0.0,420
53,268,183,291,19.99,0
75,1647,403,1258,19.99,192
68,219,73,223,14.99,0
75,96342,13718,72628,29.99,4562
80,244,17,220,7.99,60
65,98,27,105,19.99,0
68,6375,415,4905,9.99,323
81,4453,310,3412,10.99,248
70,3464,191,3235,19.99,992
71,554,116,609,19.99,0
62,53579,5950,45027,9.99,440
86,12756,2673,24615,19.99,0
76,377,18,185,9.99,224
75,475,89,521,4.99,3
72,1330,61,1211,9.99,162
71,331,72,309,9.99,229
48,335,159,350,19.99,117
41,28,51,0,6.99,0
88,0,0,7873,54.99,172
72,901,534,1243,24.99,298
83,2227,137,2185,19.99,324
62,123,59,0,5.99,169
65,325,115,338,2.99,43
68,222,43,255,0.99,0
58,1498,1371,965,0.0,401
83,112,127,103,9.99,294
71,17,12,0,3.99,0
83,6779,251,5406,9.99,373
60,237,19,216,1.74,239
93,617738,25020,591701,39.99,3696
80,14020,1170,11546,7.49,1707
56,168,105,245,0.99,0
71,4912,1242,4821,39.99,784
84,2109,488,2269,14.99,226
70,3354,865,3720,2.99,212
71,3365,702,3121,2.24,205
73,7639,2676,8861,9.99,366
77,11059,4481,48690,0.0,0
58,53,37,0,19.99,44
68,1860,390,1661,18.99,96
83,2246,223,413,4.99,131
79,2096,334,1281,9.99,499
86,6350,449,5426,19.99,3282
87,17737,1137,15927,19.99,440
69,2340,138,2192,24.99,370
76,48,90,0,4.99,28
68,288,215,437,9.99,110
63,44,90,122,9.99,0
80,1502,122,1385,9.99,75
80,398,112,271,9.99,101
73,447,103,492,16.99,463
55,179,122,147,14.99,399
57,241,91,287,19.99,89
71,900,369,1176,39.99,604
63,148,67,159,4.99,1485
87,2365,418,2121,24.99,939
80,1359,132,1314,44.99,686
82,2227,514,2416,29.99,2093
70,1084,159,502,12.99,120
90,84223,24474,91180,5.99,1471
72,500,55,493,14.99,459
81,45136,3467,34885,39.99,684
66,329,129,310,19.99,70
82,1173,67,1021,19.99,326
75,440,112,433,9.99,1009
72,611,270,783,9.99,386
68,14412,1483,11433,14.99,637
41,187,224,218,9.99,42
58,446,152,103,0.0,24
74,243,96,140,9.99,23
59,195,100,0,9.99,144
67,187,213,275,0.54,1278
76,109,46,127,5.99,0
91,22463,1905,20606,19.99,944
72,1112,291,1255,24.99,61
75,1205,292,441,0.0,70
78,821,112,263,9.99,47
82,1446,168,1042,9.99,199
68,0,0,0,0.0,0
71,803,168,749,4.99,96
75,4579,423,3452,7.99,229
69,159,40,0,4.99,17
84,23944,5778,22411,49.99,2847
70,3657,2384,1862,0.0,0
74,5548,298,3454,14.99,190
75,96,45,109,29.99,6
76,13788,1689,11276,19.99,511
62,501,168,580,9.99,82
68,842,264,575,12.99,117
73,6169,1220,4121,14.99,290
83,10363,1229,7559,0.0,469
66,747,249,526,4.99,157
80,3998,310,1830,4.99,126
81,6458,774,5199,9.99,197
43,10229,2532,10955,5.99,181
60,113,78,167,7.99,140
61,520,223,520,9.99,208
90,36853,2096,32237,14.99,151
79,4636,295,3325,4.99,609
73,401,101,325,19.99,249
76,1162,299,136,19.99,91
85,234,17,226,9.99,0
52,12134,4110,11762,9.99,365
84,1783,324,3021,19.99,57
84,309,68,304,4.99,78
75,5843,279,5437,12.99,242
82,14831,752,11676,19.99,260
72,1736,557,1613,12.49,752
83,135,33,155,9.99,436
77,11491,921,11099,14.99,259
76,271,10,218,24.99,0
78,0,0,0,2.03,0
43,96,60,113,4.99,1
73,214,60,190,9.99,64
75,4875,191,4472,2.99,609
94,1473,145,1991,19.99,34
79,84,3,0,9.99,0
77,17346,1318,14497,19.99,358
54,200,92,233,0.0,64
71,5544,890,5465,59.99,3695
71,2235,758,2811,24.99,216
69,2498,357,2385,7.49,1257
89,16479,321,15507,12.99,293
72,24009,843,22825,6.99,379
59,607,286,588,29.99,434
76,354,169,441,10.99,0
69,929,106,904,4.99,182
81,495,60,473,5.99,84
72,9111,2260,9473,24.99,340
82,108,5,0,19.99,0
75,337,45,0,14.99,139
68,603,269,555,4.99,107
77,0,0,329,6.99,0
65,1461,829,2164,19.99,73
83,5992,2130,6658,24.99,280
80,548,106,564,49.99,221
80,1971,68,1037,19.99,233
62,1164,419,1174,9.99,247
84,6,11,0,0.0,1
72,30,7,0,9.99,0
77,4160,1233,4393,9.99,351
76,178,31,185,9.99,372
69,587,199,613,4.99,138
82,2268,127,2175,19.99,314
58,58,22,0,9.99,5
48,19,39,0,29.99,0
55,840,587,891,9.99,116
76,1237,450,1448,4.99,99
71,334,127,402,9.99,93
67,1119,93,429,9.99,256
59,1841,623,1932,4.99,260
66,239,208,279,9.99,180
84,3143,207,2803,19.99,407
68,186,28,187,17.99,0
84,269,71,325,19.99,23
67,80,68,133,9.99,0
66,2191,581,1745,19.99,570
61,64,22,0,3.99,235
86,493188,62447,414691,0.0,15653
74,483,143,587,24.99,105
55,3895,2953,4271,7.99,706
84,31106,2031,20237,14.99,917
81,1085,178,711,14.99,43
88,611,29,572,14.99,0
85,138093,4679,114699,29.99,2633
80,6070,495,5527,6.79,1419
82,13305,975,8949,39.99,576
60,295,166,119,9.99,227
82,864,132,548,8.99,192
56,1694,749,1836,9.99,41
81,4359,900,1359,0.0,190
82,57184,8816,48517,49.99,2809
75,0,0,0,0.0,0
78,1,1,0,9.99,8
67,1884,240,2033,9.99,0
83,2962,201,2872,29.99,296
62,3764,513,3200,14.99,283
76,438,185,523,1.69,358
75,818,152,865,7.99,165
68,96,10,0,19.99,0
81,2624,614,2228,24.99,164
76,2154,351,2267,24.99,198
65,148,62,162,19.99,316
81,5864,858,5558,34.99,450
64,3140,304,2974,0.61,124
70,102,116,171,5.39,0
66,85,84,121,19.99,0
92,5978,352,5062,9.99,269
67,222,86,218,4.99,21
67,68,37,0,5.99,8
82,13092,6065,15498,39.99,1132
72,423,235,416,2.39,116
72,70,100,108,9.99,24
83,4291,1481,4394,9.99,850
63,624,383,563,9.99,220
82,312,109,295,19.99,116
72,797,265,896,14.99,580
65,301,138,304,6.99,412
78,1018,54,879,19.99,0
71,301,116,284,9.99,509
87,4196,1939,156,0.0,469
76,1707,150,1444,19.99,800
81,26376,2970,22029,29.99,1558
73,928,232,951,19.99,333
62,50,53,0,5.99,1
78,2678,453,2932,19.99,712
66,67,19,0,14.99,0
53,129,78,0,4.99,147
70,57,71,112,3.99,217
73,34544,3737,33399,19.99,1483
77,1193,987,356,0.0,325
68,2531,160,1878,14.99,214
46,13,19,0,9.99,0
82,336,31,261,14.99,131
53,0,0,2845,14.99,0
71,294,279,412,5.99,45
61,1610,91,1426,4.99,2815
76,793,39,751,29.99,1052
73,69,30,0,9.99,31
80,1652,288,1669,19.99,562
86,66334,7013,54056,14.99,1161
81,112,2,0,11.03,0
71,405,87,465,9.99,41
80,2926,176,2636,12.99,309
81,82439,19109,83916,29.99,3230
58,3028,2607,4819,0.0,228
86,906,384,785,29.99,0
74,319,75,354,2.99,11
69,65,5,0,5.99,0
81,75367,4285,31502,19.99,185
71,654,122,458,14.99,212
73,22289,1785,13854,29.99,349
79,1433,153,1494,9.99,462
77,77,11,0,14.99,0
69,42476,6709,43494,11.24,1040
61,427,27,310,19.99,142
77,954,97,873,19.99,124
80,137,14,141,6.99,0
77,12888,4777,48690,0.0,0
66,41,33,0,9.99,0
70,76,30,0,29.99,57
59,12690,2184,9886,19.99,293
96,1171197,210154,1247051,0.0,13650
77,73,13,0,19.99,0
78,381,90,397,19.99,0
76,1360,451,1556,39.99,2067
54,427,113,454,0.99,27
83,328702,13277,226460,14.99,2399
66,137,149,0,9.99,210
62,674,88,445,12.99,30
80,874,63,849,19.99,149
89,5672,1217,6339,9.99,189
79,491,33,345,14.99,37
61,46,8,0,9.99,0
71,69,6,0,6.99,0
65,922,68,897,14.99,467
84,73661,6864,66659,29.99,1131
72,6204,2053,5742,14.99,766
82,6700,715,5956,0.0,465
73,12328,10908,11429,59.99,1844
78,28196,2807,25201,19.99,977
76,11989,522,10972,7.99,377
68,268,174,380,9.99,24
86,9545,1236,9143,34.99,684
69,54,49,0,4.99,0
68,192,53,127,19.99,242
89,106495,3213,94538,24.99,2093
88,11370,1315,9585,0.0,330
85,3020,496,2563,14.99,236
81,2388,154,1920,19.99,231
72,6062,356,4360,14.99,206
75,9542,3897,10416,29.99,446
72,72,34,0,14.99,32
81,37048,3957,29302,24.99,690
73,260,110,257,6.99,148
68,169,51,176,4.99,0
75,9768,1350,7698,3.99,360
79,2301,362,2232,9.99,258
79,29,2,0,9.99,0
77,12256,440,9183,9.99,612
55,37,22,0,4.99,12
78,448,17,419,19.99,340
86,12599,2043,9826,49.99,799
73,483,26,479,14.99,0
68,59039,4160,56687,12.49,1313
86,12758,2674,24620,19.99,0
75,2526,165,2180,14.99,621
66,137,28,126,11.99,161
81,42,12,0,14.99,0
76,1134,211,689,24.99,221
66,466,242,573,4.99,182
51,778,765,990,4.99,138
73,2336,625,2331,19.99,211
66,4107,571,3147,2.54,243
50,45,15,0,12.99,0
76,52,10,0,14.99,0
37,497,552,772,3.99,182
55,810,117,830,7.99,91
82,18291,563,17235,19.99,824
76,1915,331,1562,9.99,621
74,252,58,262,12.99,0
86,3523,107,2681,14.99,163
67,548,126,544,19.99,25
74,72,4,0,9.99,0
66,104,10,0,14.99,0
73,4953,1338,5286,39.99,6292
69,857,353,883,9.99,91
82,1203,158,633,9.99,99
57,88,449,354,9.99,41
77,13045,4827,48690,0.0,0
77,773,171,755,9.99,239
91,13806,3644,14263,9.99,702
79,480,236,274,24.99,144
66,77,38,0,6.99,98
70,30759,5104,27343,19.99,756
77,19796,1962,14678,13.59,5671
63,383,112,346,9.99,100
73,1699,268,1621,4.99,380
70,3652,776,3332,39.99,570
79,1689,143,626,0.0,257
71,872,230,864,19.99,237
70,2081,277,1283,4.99,117
54,143,151,135,14.99,71
71,10322,1846,11141,24.99,488
78,373,78,335,16.99,296
74,1886,164,1652,6.99,137
80,20269,1665,13333,39.99,850
61,31,5,0,7.99,0
81,287,26,287,14.99,0
87,607,30,432,23.99,212
80,5826,770,5206,19.99,314
72,6525,2938,5587,19.99,118
68,6890,591,4825,12.99,1028
76,34,27,0,19.99,0
77,5324,1400,4254,34.99,379
66,47,7,0,14.99,0
74,3799,476,3643,9.99,1012
48,158,84,215,11.99,0
77,703,66,691,29.99,236
76,6072,1684,6039,19.99,2258
73,223,28,0,14.99,6
72,19274,3597,19581,5.24,366
70,1344,206,1418,24.99,0
75,29,4,0,14.99,7
83,655,48,651,11.99,0
49,144,112,146,4.99,12
64,465,78,370,0.99,164
72,902,223,858,19.99,457
75,1205,371,1398,39.99,148
59,255,88,146,8.99,207
63,815,129,450,4.99,117
54,388,103,320,2.99,155
74,411,134,461,4.99,65
56,105,3,0,7.49,0
64,11695,2262,12562,8.99,368
71,8468,1700,8742,29.99,4773
77,1804,92,906,14.99,438
75,3774,2364,3509,19.99,370
74,216,140,305,19.99,182
64,953,996,1294,39.99,441
72,45,29,0,5.99,0
57,52,6,0,4.99,0
69,97,35,0,5.99,1
80,455,87,400,24.99,0
80,6174,974,4862,0.0,525
82,1022,61,943,4.99,101
73,5044,1606,2317,2.24,159
72,1354,1021,1119,19.99,251
77,52,10,0,7.49,0
70,7508,1399,8398,14.99,7582
81,282,30,270,14.99,1086
74,26913,7804,310,0.0,2794
86,6815,1674,0,0.0,750
83,25802,2407,21071,34.99,1234
78,340,72,337,4.99,204
69,255,56,126,19.99,190
62,809,1587,1875,29.99,1035
73,527,74,544,9.99,7
64,140,171,171,4.99,211
83,10892,2950,8528,14.99,1068
81,3759,263,3224,19.99,746
77,467,81,522,29.99,140
78,17,2,0,2.99,0
86,3614,204,3613,29.99,1819
85,6250,469,5803,19.99,1479
68,14189,8983,15965,0.0,1048
78,1933,279,1791,9.99,162
57,37,33,0,7.99,11
41,231,729,866,24.99,96
88,67933,13088,57651,8.99,3059
79,3430,547,3456,7.99,477
73,2046,779,2264,7.99,123
75,917,114,567,6.99,197
76,949,89,926,9.99,369
82,1029,100,1014,19.99,29
66,307,138,393,4.99,13
81,302,121,284,1.99,21
73,2634,279,2595,9.99,154
70,2255,289,2268,14.99,145
64,58,7,0,0.0,0
78,4656,342,3716,1.99,552
87,1629,64,1544,14.99,354
73,86,5,0,15.99,131
81,6997,1399,6647,18.99,646
66,58,22,0,4.99,0
62,116,24,110,14.99,32
71,135,58,0,9.99,108
59,544,424,857,8.99,69
85,600,34,545,24.99,0
36,124,178,144,16.99,0
61,114,73,171,9.99,0
83,1625,446,0,0.0,1028
73,65,52,0,14.99,0
72,1270,580,1556,9.99,380
76,777,86,782,3.99,64
78,404,212,558,9.99,439
83,81293,20315,1358,0.0,5766
79,14794,1407,13336,15.99,621
86,1107,36,1045,19.99,258
88,1031,662,1125,4.99,25
77,33143,2447,31556,16.99,625
73,2419,1233,999,19.99,150
